key_id,key,operation,pX,pY,LR,state,delta,time_diff,time_since_beginning,key_id,press_to_press,release_to_press,hold_time
1,h,1.0,711.0,200.0,0.0,1.0,0.0,0.156,0.249,1,0.125,0.156,0.249
2,i,1.0,711.0,200.0,0.0,1.0,0.0,0.063,0.312,2,0.15600000000000003,-0.062,0.063
3,s,1.0,711.0,200.0,0.0,1.0,0.0,0.031,0.405,3,0.20300000000000007,-0.063,0.09300000000000003
4,space,1.0,711.0,200.0,0.0,1.0,0.0,0.078,0.546,4,0.14,-0.062000000000000055,0.14100000000000001
5,i,1.0,711.0,200.0,0.0,1.0,0.0,0.952,1.638,5,0.10899999999999999,0.9519999999999998,1.0919999999999999
6,s,1.0,711.0,200.0,0.0,1.0,0.0,0.015,1.7619999999999998,6,0.15599999999999992,0.014999999999999902,0.12399999999999989
7,space,1.0,711.0,200.0,0.0,1.0,0.0,0.032,1.9499999999999997,7,0.12400000000000011,0.03200000000000003,0.18799999999999994
8,a,1.0,711.0,200.0,0.0,1.0,0.0,0.11,2.1839999999999997,8,0.12399999999999967,0.10999999999999988,0.23399999999999999
9,space,1.0,711.0,200.0,0.0,1.0,0.0,0.078,2.2619999999999996,9,0.09299999999999997,-0.04599999999999982,0.07799999999999985
10,t,1.0,711.0,200.0,0.0,1.0,0.0,0.25,2.6049999999999995,10,0.09299999999999997,0.25,0.34299999999999997
11,e,1.0,711.0,200.0,0.0,1.0,0.0,0.11,2.8079999999999994,11,0.12400000000000011,0.10999999999999988,0.20299999999999985
12,s,1.0,711.0,200.0,0.0,1.0,0.0,0.016,2.9479999999999995,12,0.13999999999999968,0.016000000000000014,0.14000000000000012
13,t,1.0,711.0,200.0,0.0,1.0,0.0,0.094,3.0419999999999994,13,0.15600000000000014,-0.04599999999999982,0.09399999999999986
14,space,1.0,711.0,200.0,0.0,1.0,0.0,0.063,3.1509999999999994,14,0.15600000000000014,-0.04700000000000015,0.10899999999999999
15,t,1.0,711.0,200.0,0.0,1.0,0.0,0.686,3.9929999999999994,15,0.04699999999999971,0.6859999999999999,0.8420000000000001
16,o,1.0,711.0,200.0,0.0,1.0,0.0,0.047,4.086999999999999,16,0.06200000000000028,0.04699999999999971,0.09399999999999942
17,space,1.0,711.0,200.0,0.0,1.0,0.0,0.031,4.179999999999999,17,0.11000000000000032,0.030999999999999694,0.09299999999999997
18,s,1.0,711.0,200.0,0.0,1.0,0.0,0.046,4.335999999999999,18,0.125,0.04600000000000026,0.15600000000000058
19,e,1.0,711.0,200.0,0.0,1.0,0.0,0.063,4.523999999999999,19,0.07800000000000029,0.06299999999999972,0.18799999999999972
20,e,1.0,711.0,200.0,0.0,1.0,0.0,0.124,4.725999999999999,20,0.18799999999999972,0.12399999999999967,0.20199999999999996
21,space,1.0,711.0,200.0,0.0,1.0,0.0,0.218,5.131999999999999,21,0.07800000000000029,0.21799999999999997,0.4059999999999997
22,i,1.0,711.0,200.0,0.0,1.0,0.0,0.156,5.365999999999999,22,0.0940000000000003,0.1559999999999997,0.23399999999999999
23,f,1.0,711.0,200.0,0.0,1.0,0.0,0.062,5.521999999999999,23,0.125,0.06200000000000028,0.15600000000000058
24,space,1.0,711.0,200.0,0.0,1.0,0.0,0.015,5.661999999999999,24,0.14100000000000001,0.01499999999999968,0.13999999999999968
25,h,1.0,711.0,200.0,0.0,1.0,0.0,0.109,5.911999999999999,25,0.06200000000000028,0.10899999999999999,0.25
26,backspace,1.0,711.0,200.0,0.0,1.0,0.0,0.328,6.302,26,0.10899999999999999,0.3280000000000003,0.39000000000000057
27,t,1.0,711.0,200.0,0.0,1.0,0.0,0.421,6.832,27,0.11000000000000032,0.42100000000000026,0.5300000000000002
28,h,1.0,711.0,200.0,0.0,1.0,0.0,0.015,6.957,28,0.07800000000000029,0.01499999999999968,0.125
29,e,1.0,711.0,200.0,0.0,1.0,0.0,0.047,7.082,29,0.14000000000000057,0.04699999999999971,0.125
30,space,1.0,711.0,200.0,0.0,1.0,0.0,0.094,7.176,30,0.12400000000000055,-0.04600000000000026,0.0940000000000003
31,w,1.0,711.0,200.0,0.0,1.0,0.0,0.312,7.612000000000001,31,0.0940000000000003,0.3120000000000003,0.43600000000000083
32,o,1.0,711.0,200.0,0.0,1.0,0.0,0.14,7.846000000000001,32,0.11000000000000032,0.13999999999999968,0.23399999999999999
33,r,1.0,711.0,200.0,0.0,1.0,0.0,0.078,8.034,33,0.0779999999999994,0.0779999999999994,0.18799999999999972
34,d,1.0,711.0,200.0,0.0,1.0,0.0,0.171,8.283,34,0.20300000000000118,0.17099999999999937,0.24899999999999878
35,s,1.0,711.0,200.0,0.0,1.0,0.0,0.109,8.392,35,0.15600000000000058,-0.0940000000000012,0.10899999999999999
36,space,1.0,711.0,200.0,0.0,1.0,0.0,0.063,8.455,36,0.15600000000000058,-0.09299999999999997,0.06300000000000061
37,t,1.0,711.0,200.0,0.0,1.0,0.0,0.561,9.172,37,0.06300000000000061,0.5609999999999999,0.7170000000000005
38,h,1.0,711.0,200.0,0.0,1.0,0.0,0.031,9.266000000000002,38,0.0779999999999994,0.031000000000000583,0.0940000000000012
39,t,1.0,711.0,200.0,0.0,1.0,0.0,0.062,9.406,39,0.18799999999999883,0.06199999999999939,0.1399999999999988
40,a,1.0,711.0,200.0,0.0,1.0,0.0,0.078,9.484,40,0.0779999999999994,-0.10999999999999943,0.0779999999999994
41,backspace,1.0,711.0,200.0,0.0,1.0,0.0,0.53,10.123999999999999,41,0.06199999999999939,0.5619999999999994,0.6399999999999988
42,backspace,1.0,711.0,200.0,0.0,1.0,0.0,0.094,10.279999999999998,42,0.0779999999999994,0.09399999999999942,0.1559999999999988
