key_id,key,operation,pX,pY,LR,state,delta,time_diff,time_since_beginning,key_id,press_to_press,release_to_press,hold_time
1,h,1.0,604.0,556.0,0.0,1.0,0.0,0.093,0.093,1,0.21900000000000006,-0.047000000000000014,0.093
2,i,1.0,604.0,556.0,0.0,1.0,0.0,0.078,0.21800000000000003,2,0.187,-0.09400000000000003,0.12500000000000003
3,d,1.0,604.0,556.0,0.0,1.0,0.0,0.046,0.35800000000000004,3,0.203,-0.046999999999999986,0.14
4,backspace,1.0,604.0,556.0,0.0,1.0,0.0,0.359,0.92,4,0.1090000000000001,0.359,0.562
5,s,1.0,604.0,556.0,0.0,1.0,0.0,0.031,1.06,5,0.17199999999999993,0.030999999999999917,0.14
6,space,1.0,604.0,556.0,0.0,1.0,0.0,0.156,1.216,6,0.14100000000000001,-0.016000000000000014,0.15599999999999992
7,i,1.0,604.0,556.0,0.0,1.0,0.0,0.187,1.544,7,0.14000000000000012,0.18700000000000006,0.32800000000000007
8,s,1.0,604.0,556.0,0.0,1.0,0.0,0.188,1.872,8,0.12399999999999989,0.18799999999999994,0.32800000000000007
9,space,1.0,604.0,556.0,0.0,1.0,0.0,0.047,2.043,9,0.14100000000000001,0.04700000000000015,0.17100000000000004
10,a,1.0,604.0,556.0,0.0,1.0,0.0,0.062,2.246,10,0.125,0.06199999999999983,0.20299999999999985
11,space,1.0,604.0,556.0,0.0,1.0,0.0,0.062,2.433,11,0.125,0.06199999999999983,0.18699999999999983
12,t,1.0,604.0,556.0,0.0,1.0,0.0,0.718,3.276,12,0.18700000000000028,0.718,0.843
13,e,1.0,604.0,556.0,0.0,1.0,0.0,0.14,3.416,13,0.10899999999999999,-0.04700000000000015,0.14000000000000012
14,s,1.0,604.0,556.0,0.0,1.0,0.0,0.125,3.65,14,0.18700000000000028,0.125,0.23399999999999999
15,t,1.0,604.0,556.0,0.0,1.0,0.0,0.14,3.79,15,0.125,-0.04700000000000015,0.14000000000000012
16,space,1.0,604.0,556.0,0.0,1.0,0.0,0.203,4.118,16,0.125,0.2030000000000003,0.3280000000000003
17,t,1.0,604.0,556.0,0.0,1.0,0.0,0.717,4.96,17,0.11000000000000032,0.7169999999999996,0.8419999999999996
18,o,1.0,604.0,556.0,0.0,1.0,0.0,0.046,5.1160000000000005,18,0.14100000000000001,0.04600000000000026,0.15600000000000058
19,space,1.0,604.0,556.0,0.0,1.0,0.0,0.047,5.304,19,0.10899999999999999,0.04699999999999971,0.18799999999999972
20,s,1.0,604.0,556.0,0.0,1.0,0.0,0.109,5.522,20,0.10899999999999999,0.10899999999999999,0.21799999999999997
21,e,1.0,604.0,556.0,0.0,1.0,0.0,0.094,5.7250000000000005,21,0.10899999999999999,0.0940000000000003,0.2030000000000003
22,e,1.0,604.0,556.0,0.0,1.0,0.0,0.078,5.912000000000001,22,0.10899999999999999,0.07800000000000029,0.18700000000000028
23,space,1.0,604.0,556.0,0.0,1.0,0.0,0.047,6.0680000000000005,23,0.1559999999999997,0.04699999999999971,0.1559999999999997
24,i,1.0,604.0,556.0,0.0,1.0,0.0,0.905,7.1290000000000004,24,0.10899999999999999,0.9050000000000002,1.061
25,f,1.0,604.0,556.0,0.0,1.0,0.0,0.093,7.222,25,0.1720000000000006,-0.016000000000000014,0.09299999999999997
26,space,1.0,604.0,556.0,0.0,1.0,0.0,0.078,7.316000000000001,26,0.125,-0.07800000000000029,0.0940000000000003
27,t,1.0,604.0,556.0,0.0,1.0,0.0,0.78,8.221,27,0.10899999999999999,0.7799999999999994,0.9049999999999994
28,h,1.0,604.0,556.0,0.0,1.0,0.0,0.047,8.377,28,0.125,0.0470000000000006,0.15600000000000058
29,e,1.0,604.0,556.0,0.0,1.0,0.0,0.093,8.47,29,0.15600000000000058,-0.03200000000000003,0.09299999999999997
30,space,1.0,604.0,556.0,0.0,1.0,0.0,0.109,8.611,30,0.125,-0.015000000000000568,0.14100000000000001
31,w,1.0,604.0,556.0,0.0,1.0,0.0,0.156,8.892000000000001,31,0.14000000000000057,0.15600000000000058,0.2810000000000006
32,o,1.0,604.0,556.0,0.0,1.0,0.0,0.016,9.048000000000002,32,0.1399999999999988,0.016000000000000014,0.15600000000000058
33,r,1.0,604.0,556.0,0.0,1.0,0.0,0.078,9.126000000000001,33,0.10899999999999999,-0.06199999999999939,0.0779999999999994
34,d,1.0,604.0,556.0,0.0,1.0,0.0,0.109,9.344000000000001,34,0.17199999999999882,0.10899999999999999,0.21799999999999997
35,s,1.0,604.0,556.0,0.0,1.0,0.0,0.062,9.406,35,0.21899999999999942,-0.10999999999999943,0.06199999999999939
36,space,1.0,604.0,556.0,0.0,1.0,0.0,0.046,9.562,36,0.125,-0.06300000000000061,0.1559999999999988
