y_true,y_pred
1.0,0.86405617
0.0,0.10269693
0.0,0.2454831
1.0,0.16439287
1.0,0.9086384
0.0,0.8819457
0.0,0.025351403
1.0,0.5705738
0.0,0.012180057
1.0,0.35243782
1.0,0.07988521
0.0,0.09046841
1.0,0.9965745
0.0,0.13688217
1.0,0.9784954
1.0,0.08707793
0.0,0.06317252
1.0,0.8709063
0.0,0.051001124
1.0,0.9351962
1.0,0.0042420765
0.0,0.09636895
0.0,0.31639218
0.0,0.17094448
1.0,0.033222657
0.0,0.1406462
1.0,0.693288
1.0,0.9974738
0.0,0.6352622
1.0,0.75350463
1.0,0.7230068
0.0,0.8771662
1.0,0.99139214
0.0,0.72360444
