y_true,y_pred
1.0,0.97469556
0.0,0.99695253
0.0,0.0023026832
1.0,0.9999845
1.0,0.99940133
0.0,0.9012793
0.0,0.9924281
1.0,0.99987686
0.0,0.99641305
1.0,0.7661789
1.0,0.945415
0.0,0.18110347
1.0,0.5701269
0.0,0.9985808
1.0,0.67827845
1.0,0.77363694
0.0,0.9999845
1.0,0.4025512
0.0,0.9978097
1.0,0.9859424
1.0,0.37330884
0.0,0.07110478
0.0,0.93485844
0.0,0.9997538
1.0,0.99998236
0.0,0.99629444
1.0,0.986679
1.0,0.10367771
0.0,0.91542804
1.0,0.9999964
1.0,0.99511284
0.0,0.93600667
1.0,0.97395474
0.0,0.48412538
