y_true,y_pred
1.0,0.9856776
0.0,0.9985557
0.0,0.99996746
1.0,0.9990306
1.0,0.99999917
0.0,0.08351786
0.0,0.99999976
1.0,0.9351447
0.0,0.96177584
1.0,1.0
1.0,0.99999774
0.0,0.9999715
1.0,0.90241265
0.0,0.999912
1.0,0.9999801
1.0,0.99998844
0.0,1.0
1.0,0.994676
0.0,0.14082882
1.0,0.9999999
1.0,0.9999956
0.0,0.9969675
0.0,0.97672015
0.0,0.1654459
1.0,1.0
0.0,0.98254323
1.0,0.9952859
1.0,0.9999906
0.0,0.9997185
1.0,0.9985247
1.0,0.9999331
0.0,0.9929931
1.0,0.9999901
0.0,0.999881
0.0,0.9953507
0.0,0.9952283
0.0,0.9999558
0.0,0.9745524
1.0,0.8003817
1.0,0.99996126
