y_true,y_pred
1.0,1.0
0.0,0.99994004
0.0,0.95861614
1.0,0.9999995
1.0,0.9999466
0.0,0.9999896
0.0,0.99999905
1.0,0.990137
0.0,0.99997485
1.0,0.7947048
1.0,1.0
0.0,0.9993674
1.0,0.9993206
0.0,0.9999174
1.0,0.99998164
1.0,0.9999975
0.0,0.9975387
1.0,0.9999999
0.0,0.99520075
1.0,0.9478636
1.0,0.82073295
0.0,0.8121066
0.0,0.99998534
0.0,0.92440844
1.0,0.042908255
0.0,0.9998468
1.0,0.9998462
1.0,0.9714859
0.0,0.9544165
1.0,0.01705654
1.0,1.0
0.0,0.9999542
1.0,0.99965656
0.0,0.9922104
0.0,0.016014384
0.0,0.99999523
0.0,0.18221304
0.0,0.586851
1.0,0.9144757
1.0,0.9997825
