y_true,y_pred
1.0,0.43175438
0.0,0.00018927312
0.0,0.9993199
1.0,0.99901843
1.0,0.98285735
0.0,0.0007334257
0.0,0.99229616
1.0,0.7557079
0.0,0.01482604
1.0,0.101767614
1.0,0.9999999
0.0,0.0048764986
1.0,0.99999845
0.0,0.0075462027
1.0,0.9999989
1.0,0.010270633
0.0,0.61385155
1.0,0.9999454
0.0,0.9661047
1.0,0.9991997
1.0,0.99999905
0.0,0.6148542
0.0,0.9578519
0.0,0.9985031
1.0,0.99708873
0.0,0.9999305
1.0,0.999995
1.0,0.96924937
0.0,0.99893504
1.0,1.0
1.0,0.9129787
0.0,0.0026447955
1.0,0.0727715
0.0,0.99407506
0.0,0.9998543
0.0,0.99997795
0.0,0.7436053
0.0,0.99976784
1.0,0.92968035
1.0,0.9996691
1.0,0.5885036
0.0,0.25657943
1.0,0.99749136
0.0,0.84180814
1.0,0.4645335
1.0,0.43561807
0.0,0.0763719
1.0,0.96508914
0.0,0.95404035
0.0,0.9972113
0.0,0.99260885
