y_true,y_pred
1.0,0.9997025
0.0,0.0010597162
0.0,0.0033148243
1.0,0.9999881
1.0,0.80045885
0.0,6.70243e-07
0.0,0.9990883
1.0,0.8207645
0.0,0.0005657123
1.0,0.0025514925
1.0,0.7129552
0.0,2.891061e-05
1.0,0.99995124
0.0,0.0042974222
1.0,0.9975351
1.0,0.9953875
0.0,3.906425e-05
1.0,9.0109955e-07
0.0,0.000797713
1.0,0.99999654
1.0,0.99809605
0.0,0.00016115503
0.0,0.9761765
0.0,0.0008391832
1.0,0.99977213
0.0,0.0003512214
1.0,0.9999993
1.0,0.9998375
0.0,0.024510395
1.0,0.019588755
1.0,0.52699417
0.0,0.00054893794
1.0,0.9999969
