y_true,y_pred
1.0,0.99104553
0.0,0.9999893
0.0,0.2909121
1.0,0.9862227
1.0,0.9632602
0.0,0.0013122376
0.0,0.00051460403
1.0,0.9572889
0.0,0.49702543
1.0,0.9987565
1.0,2.5286918e-06
0.0,0.092082284
1.0,0.99997246
0.0,0.85234153
1.0,0.86622727
1.0,0.6573944
0.0,0.06331692
1.0,0.9999119
0.0,0.01641955
1.0,0.9053873
1.0,0.99689984
0.0,0.045377884
0.0,0.1926978
0.0,0.89927536
1.0,0.14798021
0.0,0.5752029
1.0,0.99213326
1.0,0.27655286
0.0,0.41527292
1.0,0.999899
1.0,0.8991827
0.0,0.99926895
1.0,0.95497096
0.0,0.33784387
0.0,0.04109289
0.0,0.9994211
0.0,0.2978982
0.0,0.0421738
1.0,0.9897776
