y_true,y_pred
1.0,0.9980263
0.0,0.011197701
0.0,0.95701677
1.0,0.84716564
1.0,0.99999845
0.0,0.7326922
0.0,0.025053492
1.0,0.37331548
0.0,0.98104537
1.0,0.9915217
1.0,0.0029206017
0.0,0.99996614
1.0,0.98218495
0.0,0.98811287
1.0,0.9993243
1.0,0.9877082
0.0,0.21931298
1.0,0.9887334
0.0,0.99929357
1.0,0.9565392
1.0,0.44712883
0.0,0.995987
0.0,0.98990285
0.0,0.18341851
1.0,1.0
0.0,0.9990007
1.0,0.99816495
1.0,0.99419653
0.0,0.9999999
1.0,0.9999871
1.0,0.9538269
0.0,0.9998092
1.0,0.9999963
0.0,0.9968321
0.0,0.9826382
0.0,0.9251601
0.0,0.36863256
0.0,0.73481923
1.0,0.9999037
1.0,0.8868532
1.0,0.99985623
0.0,0.97408694
1.0,0.9981494
0.0,0.79272926
1.0,0.9998332
1.0,0.98347485
0.0,0.9999746
