y_true,y_pred
1.0,0.9956691
0.0,0.006117726
0.0,0.7255257
1.0,0.99996984
1.0,0.56343263
0.0,0.61195356
0.0,0.13369612
1.0,0.99918884
0.0,0.1566318
1.0,0.99999917
1.0,0.38510028
0.0,0.027974049
1.0,0.9992317
0.0,0.14358585
1.0,0.9895671
1.0,0.1345147
0.0,0.91034955
1.0,0.9999945
0.0,0.92500424
1.0,0.9990663
1.0,0.9999999
0.0,0.061482646
0.0,0.43937826
0.0,0.0853582
1.0,0.9858192
0.0,0.2097602
1.0,0.97042364
1.0,0.8884813
0.0,0.47668976
1.0,0.7763116
1.0,0.9998914
0.0,0.25301656
1.0,0.53334475
0.0,0.13088548
0.0,0.8637701
0.0,0.7878183
0.0,0.7869099
0.0,0.15859278
