y_true,y_pred
1.0,0.73740685
0.0,0.842424
0.0,1.0
1.0,0.99998105
1.0,0.113428585
0.0,0.9842907
0.0,0.4852083
1.0,0.658909
0.0,0.9993851
1.0,0.99998
1.0,0.9357662
0.0,0.99990225
1.0,0.06297338
0.0,0.9999745
1.0,0.9999671
1.0,0.9999958
0.0,0.9543415
1.0,0.9978278
0.0,0.76054764
1.0,0.99998975
1.0,0.9991609
0.0,0.99469286
0.0,0.99927074
0.0,0.90545934
1.0,1.0
0.0,0.0041701198
1.0,0.99961984
1.0,0.33516532
0.0,0.99058294
1.0,0.993588
1.0,0.9997304
0.0,0.98439944
1.0,1.0
0.0,0.12488677
0.0,0.47148827
0.0,0.9719785
0.0,0.960962
0.0,0.2507328
1.0,0.9999993
1.0,1.0
1.0,0.998659
0.0,0.1535572
1.0,0.9999858
0.0,0.6368235
1.0,0.99996364
1.0,0.9999522
0.0,0.8952058
1.0,0.95052034
