y_true,y_pred
1.0,0.99999964
0.0,0.017933369
0.0,0.98424476
1.0,0.93547297
1.0,0.99148977
0.0,0.07231848
0.0,0.15625104
1.0,0.99995625
0.0,0.21972413
1.0,0.9985374
1.0,0.9999832
0.0,0.08661033
1.0,0.9966137
0.0,0.86636645
1.0,0.99974567
1.0,0.9957736
0.0,0.8492151
1.0,1.0
0.0,0.9469511
1.0,0.99994576
1.0,0.67983735
0.0,0.6338397
0.0,0.027541444
0.0,0.00044412565
1.0,0.9941407
0.0,0.70637536
1.0,0.9999229
1.0,0.9997526
0.0,0.8319427
1.0,0.9999999
1.0,0.97627616
0.0,0.51286083
1.0,0.23675527
0.0,0.06743011
