y_true,y_pred
1.0,0.06396037
0.0,0.99911934
0.0,0.060200207
1.0,0.9999999
1.0,0.7131933
0.0,0.99762964
0.0,0.99932253
1.0,0.0028662153
0.0,0.44812316
1.0,0.9994898
1.0,0.98600787
0.0,0.9836264
1.0,0.999798
0.0,0.99834037
1.0,0.9999995
1.0,0.7505521
0.0,0.99119145
1.0,0.9996685
0.0,0.97764164
1.0,0.9999573
1.0,0.9999994
0.0,0.98703927
0.0,0.47262505
0.0,0.6617942
1.0,0.9999181
0.0,0.21797481
1.0,0.46330413
1.0,0.99980074
0.0,0.10880056
1.0,0.9982951
1.0,0.7078198
0.0,0.9913032
1.0,0.08803251
0.0,0.85671747
0.0,0.99982774
0.0,0.9999168
0.0,0.89319044
0.0,0.9994956
1.0,0.0009991232
1.0,0.0077060247
1.0,8.061283e-06
0.0,0.96446157
1.0,0.99061465
