y_true,y_pred
1.0,0.9979001
0.0,0.121181324
0.0,0.38162497
1.0,0.16022561
1.0,0.9990036
0.0,0.64141774
0.0,0.020096188
1.0,0.12312303
0.0,0.9936499
1.0,5.0552848e-05
1.0,0.99999785
0.0,0.12305115
1.0,0.9339541
0.0,0.9962561
1.0,1.0
1.0,1.054703e-05
0.0,0.7233278
1.0,0.9994804
0.0,0.9068123
1.0,0.9975352
1.0,0.9999999
0.0,1.0
0.0,0.98260075
0.0,0.9999987
1.0,0.9038343
0.0,0.99926
1.0,0.9799269
1.0,0.99999785
0.0,0.47838756
1.0,0.9999988
1.0,0.034293577
0.0,0.49765298
1.0,1.0
0.0,0.6236366
0.0,0.00029383524
0.0,0.9997907
0.0,0.99720675
0.0,0.9993087
1.0,0.15936232
1.0,0.88278735
1.0,0.9949372
0.0,0.90980464
1.0,0.99439055
0.0,0.9999653
1.0,0.9999956
