y_true,y_pred
1.0,0.9999999
0.0,0.008473253
0.0,0.9380327
1.0,0.7776516
1.0,0.9999957
0.0,0.99608946
0.0,0.90528435
1.0,0.3538836
0.0,0.85347074
1.0,1.0
1.0,0.9999138
0.0,0.81045294
1.0,0.9999714
0.0,0.9998586
1.0,0.97271866
1.0,0.99649894
0.0,0.06679092
1.0,0.9956001
0.0,0.996833
1.0,0.5638897
1.0,0.99854916
0.0,0.11904313
0.0,0.0011246545
0.0,0.99633634
1.0,0.98506224
0.0,0.91317767
1.0,0.8069661
1.0,0.99999976
0.0,0.08644564
1.0,0.99970704
1.0,0.9924118
0.0,0.99999917
1.0,0.9981193
0.0,0.9941029
0.0,0.99988794
0.0,0.9712152
0.0,0.92427695
0.0,0.3286759
