y_true,y_pred
1.0,0.8021826
0.0,0.99999964
0.0,0.42373902
1.0,0.99230146
1.0,0.051505633
0.0,0.14786866
0.0,0.9720737
1.0,0.9280245
0.0,0.02884034
1.0,0.99999964
1.0,0.24136166
0.0,0.9543992
1.0,0.9958949
0.0,0.9995943
1.0,0.9897306
1.0,0.98378825
0.0,0.85084826
1.0,0.99888307
0.0,0.8188929
1.0,0.9999894
1.0,0.99985564
0.0,0.9999993
0.0,0.85132176
0.0,0.7778272
1.0,0.7310611
0.0,0.9999876
1.0,0.6033971
1.0,0.97471267
0.0,0.9999622
1.0,0.99859816
1.0,0.9973884
0.0,0.98314756
1.0,0.9901607
0.0,0.9042338
0.0,0.9999893
0.0,0.9986093
