y_true,y_pred
1.0,0.87990975
0.0,0.12758584
0.0,0.9900837
1.0,0.9998963
1.0,0.99445146
0.0,0.015394312
0.0,0.0052248524
1.0,0.9948645
0.0,0.953714
1.0,0.6580874
1.0,0.786688
0.0,0.9605448
1.0,0.69702965
0.0,0.9921017
1.0,0.3031321
1.0,0.8724054
0.0,0.13079737
1.0,0.94341826
0.0,0.999949
1.0,0.9816326
1.0,0.0058807624
0.0,0.0480882
0.0,0.9999994
0.0,0.0037274843
1.0,0.9499466
0.0,0.9964652
1.0,0.01984353
1.0,0.99783593
0.0,0.8029326
1.0,0.97520906
1.0,0.9999881
0.0,0.5919815
1.0,0.45802692
0.0,0.88988024
