y_true,y_pred
1.0,0.013670679
0.0,0.91106814
0.0,0.9056946
1.0,0.9997707
1.0,0.2757044
0.0,0.79086196
0.0,0.026975635
1.0,0.99948716
0.0,0.93658376
1.0,0.99877375
1.0,0.98098
0.0,0.29083002
1.0,0.99634796
0.0,0.9998615
1.0,0.99990773
1.0,0.9970011
0.0,0.99755573
1.0,0.9999232
0.0,0.63609064
1.0,0.4654944
1.0,0.6332114
0.0,0.121164486
0.0,0.8914144
0.0,0.68202364
1.0,0.17636631
0.0,0.037610535
1.0,0.99548703
1.0,0.99999976
0.0,0.08144881
1.0,0.99999595
1.0,0.9777654
0.0,0.016969427
1.0,0.99999785
0.0,0.97816545
0.0,0.9346272
0.0,0.005454485
0.0,0.9355123
