y_true,y_pred
1.0,0.99802727
0.0,0.8879636
0.0,0.25188208
1.0,0.99574715
1.0,0.99999034
0.0,0.45922092
0.0,0.09001872
1.0,0.999998
0.0,0.08709463
1.0,0.9995585
1.0,0.8541649
0.0,0.10405005
1.0,0.5560682
0.0,0.99115187
1.0,0.51162905
1.0,0.9996214
0.0,0.652235
1.0,0.9378433
0.0,0.049847946
1.0,0.9997055
1.0,0.9999794
0.0,0.16159067
0.0,0.9929222
0.0,0.87990123
1.0,0.16526489
0.0,0.3644849
1.0,0.67989093
1.0,0.9865346
0.0,0.52407163
1.0,0.85858905
1.0,0.83080876
0.0,0.4249008
1.0,1.0
0.0,0.33612093
0.0,0.5984989
