y_true,y_pred
1.0,0.5805266
0.0,0.0059956163
0.0,0.99891317
1.0,0.9983531
1.0,0.6953227
0.0,0.46481737
0.0,0.9880002
1.0,0.9990621
0.0,0.9910357
1.0,0.9387641
1.0,1.0
0.0,0.99450076
1.0,0.99994016
0.0,1.0686884e-05
1.0,0.9963123
1.0,0.1127358
0.0,0.9999213
1.0,1.0
0.0,0.9790429
1.0,0.9999913
1.0,0.8145486
0.0,0.9885512
0.0,0.9961247
0.0,0.986088
1.0,0.9299308
0.0,0.48535502
1.0,0.99999964
1.0,0.9525206
0.0,0.9997222
1.0,0.99998975
1.0,0.99997234
0.0,0.99551207
1.0,0.49158964
0.0,0.99530256
0.0,0.999964
0.0,0.99999905
0.0,0.9951073
