y_true,y_pred
1.0,0.9999168
0.0,0.02932757
0.0,0.088181645
1.0,0.29770988
1.0,0.99505156
0.0,0.9992384
0.0,0.00088750967
1.0,0.9984585
0.0,0.67731506
1.0,0.40068164
1.0,0.9991929
0.0,0.1102895
1.0,0.9896287
0.0,0.644729
1.0,0.99967
1.0,0.9809902
0.0,0.99983084
1.0,0.9987355
0.0,0.010784588
1.0,0.9999846
1.0,0.9998097
0.0,0.98361063
0.0,0.0038059873
0.0,0.26877576
1.0,0.9862765
0.0,0.09652971
1.0,0.99613684
1.0,0.9193505
0.0,0.012445567
1.0,0.99998
1.0,0.99992836
0.0,0.7559738
1.0,0.98928666
0.0,0.9404186
0.0,0.8464365
0.0,0.03593187
0.0,0.13647948
0.0,0.017462615
1.0,0.17042015
1.0,0.99960214
1.0,0.9903128
0.0,0.14453125
