y_true,y_pred
1.0,0.86495817
0.0,0.99999213
0.0,0.98269594
1.0,0.9825494
1.0,0.9883681
0.0,0.9990282
0.0,0.93954784
1.0,0.023857316
0.0,0.79318035
1.0,0.86885923
1.0,0.7115169
0.0,0.8546836
1.0,0.7721958
0.0,0.9991345
1.0,0.9997744
1.0,0.99996877
0.0,0.67161703
1.0,0.9994562
0.0,0.04858675
1.0,0.78067446
1.0,0.0073057692
0.0,5.635856e-05
0.0,0.79857767
0.0,0.019676227
1.0,0.99995446
0.0,0.99993694
1.0,0.9999975
1.0,0.004216677
0.0,0.999992
1.0,0.99875116
1.0,0.8135979
0.0,0.12007388
1.0,0.99478275
0.0,0.34201625
0.0,0.01160662
0.0,0.80542856
0.0,0.96648103
0.0,0.9997174
1.0,0.97821623
