y_true,y_pred
1.0,0.9999962
0.0,0.18242879
0.0,0.0036281578
1.0,0.63482094
1.0,0.99999964
0.0,0.3146353
0.0,0.03340686
1.0,0.9999981
0.0,0.112037055
1.0,0.025656756
1.0,0.9795074
0.0,0.008094416
1.0,1.0
0.0,0.001636412
1.0,0.9824509
1.0,0.999793
0.0,0.0012646104
1.0,0.99998116
0.0,0.00887024
1.0,0.46282387
1.0,0.934057
0.0,0.0008363628
0.0,0.00079816394
0.0,0.63633114
1.0,0.99999356
0.0,0.07900938
1.0,0.9982017
1.0,0.9959651
0.0,0.33874068
1.0,0.98991287
1.0,0.3480159
0.0,0.6561366
1.0,0.99802244
0.0,0.0657501
0.0,0.2077533
0.0,0.17423789
