y_true,y_pred
1.0,0.0005935826
0.0,0.85048586
0.0,0.44527948
1.0,0.21151617
1.0,0.9830178
0.0,0.0037233958
0.0,0.13448289
1.0,0.21613087
0.0,0.9999422
1.0,0.7281105
1.0,0.47720963
0.0,0.9746994
1.0,0.019302554
0.0,0.95530266
1.0,0.01490502
1.0,0.9988931
0.0,0.215754
1.0,0.99874747
0.0,0.93694633
1.0,0.9485743
1.0,0.99269
0.0,0.08150967
0.0,0.9247199
0.0,0.99816114
1.0,0.60196114
0.0,0.021891672
1.0,0.7286066
1.0,0.7871028
0.0,0.9882401
1.0,0.2534636
1.0,0.25737357
0.0,0.825293
1.0,0.11721956
0.0,0.8290538
