y_true,y_pred
1.0,0.98878086
0.0,0.015776318
0.0,0.70613027
1.0,0.035271086
1.0,0.011472311
0.0,0.00014172426
0.0,0.16687785
1.0,0.5741987
0.0,0.97318256
1.0,0.9999976
1.0,0.98178184
0.0,0.0004304914
1.0,0.99999964
0.0,0.008722971
1.0,0.8414469
1.0,0.80853975
0.0,2.8530572e-08
1.0,0.99999714
0.0,0.001947101
1.0,0.99110013
1.0,0.9989532
0.0,0.2915394
0.0,0.0014243537
0.0,1.4803782e-05
1.0,0.012275548
0.0,0.9604652
1.0,0.96146345
1.0,0.9999976
0.0,0.9996809
1.0,0.99990046
1.0,0.99928397
0.0,0.9993742
1.0,0.8874443
0.0,0.9373853
0.0,6.4396256e-05
0.0,0.94838786
0.0,0.88618267
0.0,0.14268611
1.0,0.97668594
